id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
11,0.33014917,-2.2471051,-1.9824115,-1.2765926,-0.32679296,-1.9521542,-0.51311535,-0.6670526,-0.8365632,-2.216658,-0.628694,0.32479253,-0.15855871,-0.31355363,0.17278893,1.6414787,0.8832971,-1.0731457,0.73298395,-0.023361199,-0.55830115,-0.9945921,-1.6518506,1.1284486,1.1996452,-0.35722205,1.5999216,0.4488669,-3.2392275,-0.3799209,1.800229,0.43456355,0.5994075,-0.80969346,-0.23082691,-1.4359452,0.10453783,-0.0576885,0.42804447,-1.5471805
12,1.026472,-0.17404366,0.8609933,2.2145023,2.6996484,0.724897,1.6190784,0.6049708,0.24092942,-0.48055744,-0.9223133,-0.030018385,-0.8726521,1.1497881,0.53287226,0.21842645,-0.9750009,-0.54861754,0.2920612,1.0715837,-0.74900603,-0.56635964,-1.0208452,0.5789499,-0.124930486,1.6565043,-0.052782,0.22867544,-0.6882255,-1.3465893,0.43237686,-1.6162347,0.73197913,-0.372226,-0.5499871,-0.66832834,-0.449156,0.58530706,-0.57354754,-0.84200495
13,3.2347527,2.0576043,-1.52022,0.10583538,-0.5755453,-0.018760681,-0.24417865,0.39610672,0.31830078,0.4885797,0.92976993,-0.088324085,0.31977016,-0.14957318,-0.30985364,-0.4535753,0.91448826,0.09307046,1.5554677,0.368146,0.7271778,1.8663013,-0.7555904,0.946076,2.778735,-0.69612557,0.24363197,-0.60518664,0.63356864,-1.7117188,0.162865,-3.5037572,-1.6086297,0.1784251,1.4399008,-0.4190356,0.096729666,-1.4563979,1.6523066,-0.25964364
14,0.007635951,2.006268,0.9717504,0.8195709,1.1807277,0.27800113,-0.4420104,1.4987658,1.2569381,1.1651117,0.40802494,-1.2608358,1.27686,-0.8303418,0.3094671,-1.0196898,-0.5711514,0.64811665,-0.5342249,0.67326355,0.17753866,-0.2325406,-1.9457495,-2.4821384,0.44109878,2.5781188,0.32051328,0.15711062,0.9900755,-1.5343449,0.01349076,-0.90600026,0.7784563,0.23031834,-1.072485,-0.12278815,0.16492654,0.8441815,0.96308166,1.4713404
15,-1.9520942,-0.13361424,-0.6907065,-0.47103804,-0.3231178,-1.8211749,-1.6001911,-2.9320276,0.09428537,-2.0235448,-0.6638274,0.76882887,0.5388886,-1.2424866,0.9161776,1.5971115,1.1358899,0.06635833,-1.7038132,-1.6347649,0.70748967,0.16323815,-0.13571575,0.24575502,1.4544853,-1.0430593,-0.45484594,1.8761687,1.6640774,-0.41989884,0.71913606,0.2637664,0.5343453,0.47331727,-1.5248559,1.8193411,-0.12089823,0.685849,-0.7541346,0.58883965
16,2.4177094,-0.6369529,2.8325577,0.69730175,1.8126202,1.3666503,-0.19616568,0.91287357,1.3905492,1.3773971,-0.22682695,-0.8040177,1.0930375,-1.470665,-1.831975,0.605422,-0.21218413,0.93351865,-1.5903573,0.784205,1.9216629,-1.6939274,-0.39046994,-0.26174864,0.67688245,0.815326,1.019264,-0.111409225,-1.3529607,0.15450227,-0.7442041,1.1587425,-1.6043491,0.5956303,-2.6227312,0.11830915,-0.8775747,0.43090415,0.7970256,1.2567964
17,-0.033653498,1.2454138,1.921248,0.8434659,1.4609926,2.5738583,0.7905738,1.4292359,1.5609287,-0.8833076,0.18662947,-0.39028305,-0.86542004,0.5661957,0.22269073,-0.8887736,-2.094422,-1.2068774,-0.73718953,0.6669854,0.048901528,-1.09167,-1.3954322,-1.258184,-0.003189076,-0.07623061,0.28743482,2.3632734,-0.5026381,-0.0700932,0.63551456,0.8409614,-0.67402095,-0.40004176,0.33840534,-2.0404427,-1.0295553,-0.2571925,-0.31678763,1.2723827
18,-0.03833592,-2.4176521,0.42993975,-1.3439845,-2.0127683,1.0843966,-0.24428022,-2.937541,-1.4257555,-0.56624913,1.252604,-0.29320392,-2.3002865,-0.82074124,0.12603386,0.22090003,1.8651586,0.42733237,0.18202214,-0.36888084,1.8209723,-0.9906166,-0.6610617,-1.4439101,2.891405,-1.2665771,0.77229315,0.5526394,2.28324,1.964166,1.1266645,0.1657831,-0.2950331,1.2784134,-0.42307764,-1.8521112,-0.82554334,-0.7909698,-0.7024287,-0.3981789
19,0.64510787,-1.1404997,-1.2851621,-1.1668444,-2.0176826,-0.8535137,-2.1226082,-0.9407959,-0.71845967,-2.1801233,-1.8132927,-0.062901646,-0.6310086,1.7980845,0.40728277,0.49459255,0.47564042,1.3454623,-0.075266734,-0.14035879,0.93408287,-0.5599221,-0.0062991325,0.3078956,0.17609969,0.16348569,0.90789926,-0.994303,-0.42200866,-0.43402046,1.3382878,0.4737187,-1.3246305,-0.53369236,0.43225962,0.044146914,-0.5963232,-0.37266728,-0.14982302,-0.9888603
20,-0.75377023,2.8555074,0.3792106,1.9385053,0.5126864,0.14758962,1.519803,0.22540897,1.3424543,1.0120641,0.028409604,1.4551418,-0.19294712,0.42046535,0.3545504,-1.468291,1.0832578,-1.238599,2.3262932,-1.3882914,1.5873201,1.3715717,1.2117519,-1.6228182,0.31125835,1.106518,-0.26930973,-0.23100562,0.34746233,0.42414597,-0.98975194,0.43155023,-0.365777,0.71427435,-0.91095465,-2.066654,0.91079473,0.012873624,1.0345827,0.0030431403
21,1.947835,0.44207126,-0.83022666,0.012646854,1.2758048,1.379079,2.190917,-1.0638833,0.98081535,-0.055298805,0.67945784,-0.06552499,1.71113,-0.29607573,-0.9395116,-0.33642888,-0.24372563,-0.5650059,1.0111835,1.3174771,-0.82930243,-0.007517945,-1.9377744,-1.4232669,0.4453329,2.28194,1.7393376,0.10115226,0.8626829,-1.0212662,-0.5945697,-0.18381253,-0.75162154,-0.2883812,1.7324967,0.24056053,-0.8797231,1.6150577,0.56189376,-0.80751675
22,4.44333,0.9526653,1.8432541,1.2076964,3.5456254,-0.2490238,-1.3079455,0.7228678,-0.042133212,-0.025848866,-0.0062392764,0.25603935,1.3184723,0.6374315,0.86046374,0.64811456,0.48906898,0.25230768,-1.7908902,-0.5811511,1.5823177,-0.29067698,2.0269034,-0.08733237,0.21414362,-0.9089985,0.7599931,-0.47708765,-0.30684084,-0.9121647,-0.24203414,0.78094995,0.745968,0.13910773,0.61800444,-0.03595484,0.03217397,-0.03699576,-0.2851335,0.8900264
23,1.4799397,-1.9855075,-0.6743671,-0.6676526,-0.43977326,-0.5387211,-1.6151671,-2.2121816,-0.7355754,-0.9306686,0.23962696,-0.8622028,-0.5755328,-0.38067654,0.46296355,0.34321484,0.14615838,-0.37948668,-0.32674354,-1.5634722,0.02973189,-2.6164684,0.20281297,-0.42143646,1.0911311,1.2685242,0.20351255,0.13796082,0.5142906,0.8165046,0.38357538,-0.46397394,-0.8261134,-0.36848268,0.37834957,1.2776194,0.93106323,2.0214489,0.6614675,-0.118882254
24,1.3263432,0.295339,0.056919456,1.3535006,0.40042746,1.5654376,2.0414815,1.3711156,0.35152656,1.241236,0.71956223,0.7080782,0.79526865,-0.20370398,0.50847554,0.6751258,0.48377657,0.41771725,0.014614918,-0.43342546,-0.32227734,-0.26866734,1.7011817,0.8188033,1.1789635,-0.4523033,1.8197713,-0.75644934,-1.0851905,-1.4689972,1.2934716,-0.22108646,0.116480455,0.8255619,-0.11366458,0.70328504,-0.014367966,-1.1186854,0.27941293,-0.0958121
25,-0.10529041,1.5534656,2.837253,0.29040724,2.402234,2.3525274,1.1101855,4.5729604,0.562008,1.1850048,-1.1973855,0.18017039,-0.34243885,0.09484828,-2.61338,0.2015801,0.17692608,0.21277034,0.06059809,0.5124494,-0.3302025,-0.16567534,-0.5542682,-1.9095278,0.7713817,0.23526296,-2.557116,-0.6323438,0.5975469,0.17327243,-0.23262672,0.39276534,0.7374234,0.43438065,-0.06035935,-2.693355,-0.48235944,-0.70555246,-0.70028555,0.08079055
26,-0.6666833,-0.2135846,-0.08232224,-0.61157715,-1.0995178,-0.0972504,-0.8598078,-1.6195966,-1.5747869,-2.4801564,-0.36282796,-0.7087467,-1.205932,0.19771972,-0.19023795,-0.5281099,-0.1534875,0.6979405,0.81710535,-0.85657305,1.4112258,1.4276942,0.6704421,-0.90814453,1.1723762,0.20037158,0.37049323,0.94904774,-0.16184917,-1.5475857,-1.8219435,-1.0473317,2.0744474,0.18249534,-0.68586236,-0.38119695,-1.9258771,-0.45218387,1.6643358,-1.0589272
27,1.4721256,1.8006817,1.060513,1.3631299,-0.13605464,1.5340788,1.1359653,-0.5599085,0.29011643,2.0642414,-0.012906875,0.88505584,0.69776547,0.7932791,-0.8320886,0.5106511,0.34294394,-0.08099797,-0.99656254,-0.83059967,0.57352,2.108948,-1.1252059,-0.51850235,1.1087435,-0.53214717,-0.13039438,0.86527896,0.20813768,1.2246263,0.62436473,0.57458,0.97002244,2.0356848,0.13683413,-0.012273745,-1.3660728,0.19494647,0.5722975,0.63689727
28,0.7087915,0.6522094,2.869342,0.67733765,1.5137147,-0.11138022,2.1090074,0.6960271,1.796663,-0.93561065,-0.04773195,-0.20029731,0.928776,1.18743,1.2321129,-0.5655724,-1.1209995,0.25740498,-1.9928397,0.4944428,0.016261563,1.2609406,0.35029277,0.9440794,-1.4706078,-0.8694491,0.08969721,-1.5673896,0.745273,-1.3665432,1.1485145,0.94391143,0.9802038,0.8664367,0.02162355,-0.6600644,-1.0002983,0.29987377,-0.32560092,-1.0023453
29,-0.7704017,0.5572859,1.6366477,2.6285253,-0.6433326,2.1952014,2.4102306,0.86008686,0.9844,1.8569205,0.46875855,-0.5224019,2.3811474,-0.21232693,-0.9794827,-1.0023656,0.9478376,0.7831931,-0.46495026,0.9276207,-1.2615739,-0.7014223,0.5605023,-0.01218415,-1.6500169,-1.7771097,0.24005762,0.17327118,0.31109667,0.1615586,0.15105452,-0.80069005,0.65525377,-0.02914146,-0.27201295,-0.27785745,-1.498597,1.3580581,1.8074832,0.20694083
30,1.5449381,1.1633765,1.4766688,1.6334903,1.6191672,1.5631595,0.10129243,0.57176805,-0.007358074,0.66127205,0.5337641,-2.1698422,1.1011235,-0.7824078,0.33610538,0.91835046,2.1412702,-1.0124706,1.9626598,0.7469477,-0.20552808,-0.7740905,1.0000697,1.4799982,0.35447302,-1.4383851,0.4941228,-1.5237375,-0.9049409,-0.95485735,2.309195,-0.70551133,0.35937667,-0.38560444,1.5201609,1.4076043,-0.8480068,1.3402947,0.3498467,0.21412359
31,-1.5519919,-2.6617928,-1.0411547,-1.9452,-0.2699852,0.47009814,-2.2555609,-1.1270597,0.016700506,-0.43979317,0.28463638,0.20554978,1.4581366,-2.1801205,-1.7017794,-0.52921224,0.6550822,-0.03703464,-2.2132497,-0.009768712,0.37994078,0.4209264,0.29626822,0.9965703,-0.13928887,0.7480114,-1.6567142,-0.4122761,0.23087427,0.20297498,-1.0121441,-0.56001526,0.18527299,-0.63111943,1.0443085,-1.0080199,0.6544775,-0.25453216,0.9569364,0.72343403
32,-1.3957705,-0.069000244,2.5446887,1.8413699,1.1601624,-1.7135632,1.4820434,1.7051628,1.4105209,-0.62214565,1.1245356,0.81322765,-0.62318003,1.5182714,-0.33360577,-0.9077908,-0.5922708,0.3293232,0.09749486,-0.27316907,0.05986249,1.9052641,1.3392956,1.0014141,-0.7634526,-0.0017392457,-0.379779,0.21138743,-1.8204657,1.2477403,-1.139008,-0.8011353,-0.6863269,-0.67457277,-0.22722177,-0.14205395,0.04809759,-0.18470877,-1.9149303,-0.38006994
33,-1.7084248,-2.007932,-2.4098103,-2.1440742,-1.6997044,0.13983035,-0.4318496,0.040796757,1.0645478,-1.865366,0.13625976,0.5773003,-0.076806754,0.070203625,0.06256772,-1.1323884,-0.86846495,1.5519824,-0.56837916,-0.108817175,1.1884224,-0.8448264,0.9658842,1.2301238,0.71670187,0.24317674,-0.7299443,-3.2646694,1.2790463,-1.9768637,0.23106654,0.47244418,-2.0191216,0.26760283,-0.47166994,0.9522618,1.9485865,-2.1643112,1.8748037,0.11320379
34,2.4215496,3.0892808,-0.589301,-0.4276122,-0.69468665,2.8472621,0.2704882,0.8787942,1.9834378,1.3773903,0.010107736,-0.8812418,-0.8311443,-0.5114887,-0.56470364,-2.6942918,1.10875,0.5119258,0.09453235,0.3510765,0.09462136,0.37380132,0.054580104,-0.28731835,-0.13169466,0.020475624,-0.33653483,-0.6488333,1.5341932,-0.08822584,-0.15056649,-0.6041446,-1.6073859,0.0013939606,0.8822093,0.2798371,-0.2798861,0.68447155,-0.49568778,-0.023836898
35,0.7001632,1.4230081,0.62778586,0.6853749,1.0667609,1.0211774,0.94544935,1.3087267,0.69689274,0.65252495,2.0232747,0.5066247,-0.69400877,0.80214024,-0.41700736,1.7052549,-0.17138852,-0.79256386,0.9497291,-0.5888052,-0.8204667,-0.04268308,-0.92720824,1.8136739,-0.22134502,-0.95616126,-0.31282386,0.10512496,0.78085786,-1.028492,0.10785308,0.07768056,0.91020304,-0.038527995,0.10088187,-0.24305306,1.1597424,0.6751404,0.0086251935,0.09870838
36,-0.73206246,2.939674,1.6922605,0.86665225,1.8362463,1.0945109,0.7204011,1.5072904,0.4512245,0.442312,0.98850536,-0.30786937,-0.16469546,-1.0174421,-0.24086282,1.5923203,1.8054091,1.6233768,-0.018817727,1.8422022,-1.6818511,-0.13673216,-0.80892885,0.40138343,-0.1932718,-0.26646084,0.27654576,0.24465449,0.059574902,-2.227942,0.84298754,0.5692802,0.68016994,-1.4827008,-0.97361684,0.050979335,-0.20351806,0.43250903,0.51792526,2.1767914
37,-2.9720347,-2.1232028,-0.34175438,-1.0098287,-0.8516617,-0.23255491,-0.40545082,-1.6824962,-1.8520921,-3.6712697,0.9563581,0.75134677,0.99135077,0.46351928,0.4010482,-1.4626241,0.48629174,1.1931797,-0.026623383,-0.5223868,-0.7512216,1.4059515,0.7286917,1.0000713,-0.98039025,0.85763896,1.2539834,-0.67181194,0.2682886,0.101079896,0.3457371,-0.60435396,-0.4558543,-1.8877761,-0.6518959,0.4746381,-1.2134128,1.2420772,0.7169668,-1.02787
38,-2.2991076,0.29933977,-1.8223777,-0.54699576,-0.52833796,-1.8459196,-1.740041,-2.0827668,-1.4291948,-0.41101617,-1.2883474,0.804921,0.8044688,0.011466183,-0.28620312,0.448119,0.73550206,-0.018693183,-1.5239033,1.1363498,-1.0962591,0.9374327,0.700023,0.4397954,-0.9827013,-0.024339482,-0.06399314,0.8828761,-1.0181681,-0.99962664,0.8106378,-0.92087954,0.07347517,-0.4711818,-0.40124768,-1.1610816,-1.4532183,-0.54104686,-0.74063057,0.2868744
39,-1.5273023,-0.87623316,-0.51185155,-0.7894124,-2.1394873,-1.0838425,-1.192097,-0.18767297,-0.43058944,-0.028614104,-0.8960263,-0.05590263,1.1409149,-0.90105146,0.021114187,-1.0316007,-3.0207386,-1.0255554,-0.21245652,-1.519658,-0.16954458,-0.9913907,-0.6736662,0.2944815,0.043149352,0.352947,-0.5613641,0.9167342,0.0654855,-0.12499761,-0.6521515,-0.5570426,0.52060676,2.7280142,0.05045303,2.0206928,0.8453989,2.7643583,-0.38647747,-0.024288876
40,-0.04990232,2.565056,0.81204104,1.672755,1.2274854,2.928057,1.7630855,1.0482969,0.28684527,1.9460757,-4.302108,1.5596832,0.4849817,-0.3276807,-0.20637807,0.4857963,-0.9328931,-0.6638225,0.8818314,0.6121308,0.060440753,-0.6260578,2.1881661,-0.0060344585,-0.5140853,0.2279027,1.3694203,-0.70803475,1.3871604,0.24364136,-0.82332885,-0.37280756,1.6662347,0.28414816,0.24204937,1.3622991,0.62666565,1.2922262,-0.35338786,0.74821794
41,0.8140321,0.27271265,1.0501236,-0.13886774,-0.81280494,-0.4369198,-0.05252087,0.73861814,1.5117899,1.5893605,0.041896276,-0.1831484,0.60836864,-0.20909917,1.5201557,-2.0387163,1.1387153,-0.89816284,-0.9294261,-0.32750818,0.8505659,0.10354664,0.606854,-0.10887869,0.0407136,0.765538,0.50424945,-1.038286,-1.1561772,0.98273426,2.4466505,-0.16127808,1.0321102,-1.2102013,0.063455805,-0.76672626,-0.93249667,-0.7160488,-0.4039423,-1.2494272
42,-2.07752,-3.0223873,-1.1382679,0.95107806,-0.48959476,-1.1789961,-1.5544019,-0.7780776,-1.9313184,-2.382556,0.046400566,1.0261748,1.7534207,-0.6238384,1.0086298,-0.5249068,-0.30382642,-0.21749245,-1.7161835,-0.58630604,-0.13925882,1.4290909,-0.24456716,0.3349216,-0.4345405,-1.6268693,-1.1171036,0.7902131,1.4305918,-0.8421909,0.07197221,1.4938587,0.31323263,0.4853536,-0.5378187,0.7017676,-0.90094894,-1.2628111,-0.21017146,-0.7834242
43,-1.0322458,-1.6377447,0.39044178,-0.93178153,-1.4767125,-0.51157784,-0.58041465,-2.4778562,1.8567352,-1.1074455,0.37825838,0.59973854,1.3744923,0.8206279,0.35666373,-0.19107322,-1.6079324,0.029013555,0.89587295,0.5760873,-0.8390553,1.3382703,-0.3099428,0.15127085,-1.3861632,-0.3610745,2.4479144,0.28604233,-0.4382141,-1.3498757,-0.48906443,-0.7642086,0.6213342,-1.4165156,1.5656832,0.08153806,0.9203797,0.6799181,0.8960242,-0.14393847
44,0.53451777,-0.72544485,-1.1401346,-2.4676676,1.0789759,-1.5486889,0.49490607,-0.26013452,-0.6208475,0.52977157,0.14101541,0.8941156,-0.7084449,-0.86218673,-1.2879235,-0.94023806,-1.6214767,0.037216082,0.55598307,-0.8773758,-0.55074733,-1.0964454,-1.3879181,0.80849445,-0.683918,-1.4616741,1.3716402,-0.98056877,0.4360267,-1.3492712,0.88568854,0.93169695,2.2024338,0.5259815,0.8542523,1.1040615,0.35866997,-0.24879232,0.11658439,-0.31724763
45,0.081556916,-0.4219495,0.5052346,-0.008046508,0.9453824,0.50342345,-0.9889473,1.0763499,1.9560461,0.27620274,-1.3628523,0.12316543,0.0076220944,0.7269648,0.44960895,-0.6488738,-1.0835211,0.7130117,-0.80037814,0.7159899,-0.81412274,0.20068598,0.079909764,0.96036416,-0.42972487,0.3811,-0.675451,0.117330566,-2.0403364,0.31657135,-0.53406996,0.5527379,-0.0025420059,-0.29655537,-0.8698993,-0.28921422,0.16310449,0.47603732,-1.1876435,2.2504096
46,0.99376804,2.4680696,1.8559446,1.3842098,0.6389701,1.4225782,1.530467,1.185119,1.4172686,1.0703651,-0.54141426,0.8073328,1.4044433,-0.6073057,-0.47691876,-0.43336043,-0.49558124,0.47665694,0.500119,0.2800675,0.46330872,-0.15473297,-2.4860628,0.76849365,1.1454632,0.38585272,0.031617045,1.7215543,-0.66524684,-0.45278063,0.24531268,-0.5932015,-0.6772999,1.5003953,-0.6655279,-1.4108336,0.5536646,0.17175665,1.1336246,-0.4328254
47,-0.26433837,1.9912822,0.66681623,0.5990858,1.1999145,1.5103114,1.7048241,-0.74878776,2.0400748,1.611079,-2.3204293,0.59494966,0.63614786,0.7484066,2.0985076,-1.0835123,0.38700062,0.694946,-1.2417344,1.1996347,-0.46195385,0.6571619,1.6951634,-1.3297049,1.2447,-1.5362788,1.3836972,1.8694654,0.5540514,-1.7108201,-1.1729815,-0.11298646,-0.7394763,0.46232915,0.19364859,0.8175566,-0.12676369,0.37740883,2.631896,0.72335094
48,1.0920906,-0.14358854,0.8079737,1.5163379,1.1491958,0.68969965,1.0954885,2.6322322,-0.1987282,1.6873084,1.122012,-0.13305798,0.69244796,0.16935539,-0.9491763,-1.9273814,-0.9172519,0.6571467,-0.23477656,1.0822599,-1.182185,1.45403,0.21172792,-0.38972685,-0.6734803,0.64989465,-0.2549798,0.31642103,-0.7777806,0.80683523,-0.30868396,-0.63733476,-0.5726817,0.59750235,0.045554746,0.9461606,1.1359113,-0.18416089,-0.177938,-0.6229728
49,0.5027536,-0.8657409,1.0288854,0.650082,1.6499532,-0.4170388,2.2019086,0.95686,0.5136548,1.1446875,2.5551255,0.7153405,1.2236253,0.660064,-0.7271092,-0.032080304,0.7081629,1.031586,0.3782508,0.23164786,1.5313905,-1.6485845,-0.38926923,-0.02003278,-1.0206715,0.11288021,0.48827696,-0.2732333,-2.0090826,2.4849195,0.8263967,-0.43295366,0.55894023,0.6310321,-1.0073361,0.82033443,-1.2481657,0.33719093,1.9164904,0.5023514
50,-1.1133262,-2.7499435,-2.1753569,-1.1627579,-3.4101515,-2.3072286,1.3630855,-0.71957433,-1.5466951,-1.897392,-1.851826,1.3710922,-0.28347468,-0.2574675,-1.2892696,0.063038275,3.4518936,0.0650305,0.33522347,1.6657463,2.2861047,-0.15733826,-0.95497835,2.6100821,0.4501988,-1.641422,-1.419345,-0.5242723,0.50859976,-0.06340677,0.32894284,-1.1524498,0.81973153,0.63062394,-0.2572191,-0.5894593,0.35916635,0.66589975,-1.4855064,0.37614018
51,0.2972474,1.7680842,0.19578236,1.5377202,1.950713,0.51323384,0.6368837,1.8915037,1.6910918,1.0409719,1.7543195,-0.6591452,0.76474196,0.13145152,1.5193195,0.88138473,1.3801252,-0.5626471,0.6577363,-0.26707637,-0.97085345,-0.62738234,-1.2181823,0.20618251,-1.3211126,-0.50776744,-0.21237953,-0.4474994,0.7578411,-0.020491699,-0.6946377,-2.3213608,-1.3705727,2.8338833,-0.18582003,-0.20144945,0.37178886,-0.8638134,-0.22678232,-1.0121547
52,-3.304405,-0.17829937,-1.6949946,-2.8416734,-2.4099135,-1.0160007,-2.5408728,1.7470784,-1.2145314,-2.543335,0.8791678,-0.55027527,-0.6687484,0.38445064,0.14010553,-1.6315292,0.40830725,-1.4642771,2.5887022,1.37987,-0.7322016,-0.16603233,0.7493816,-0.5711243,-0.8300445,-1.4896166,-1.4821142,0.63910437,-0.97045314,1.5734583,0.7952926,-1.7234813,0.43459347,0.7438326,-0.7019271,-0.81437254,0.62644905,0.90306383,1.0131112,-0.4072685
53,0.938225,0.46835053,2.3140497,0.8238012,0.25756758,3.6599736,-0.483016,0.83765894,0.34650493,-0.5087429,0.9351315,0.04690526,0.30541378,1.555343,-0.41299224,-1.8641173,-0.45553643,0.70365727,0.374541,-1.656498,0.89945894,0.28349382,-0.23925811,-1.0453261,-1.3303025,-2.2232149,1.0362549,-0.6689509,-0.110833965,0.12834439,-0.14328055,-0.16832148,1.1779286,2.0882692,-0.15951298,0.611492,-1.3799007,-0.62460816,-1.5047095,1.8578806
